lat	lon	title	description
46.8	-71.4	701S001	QUEBEC, QC
45.2	-72.6	7020840	BROME, QC
45.9	-72.5	7022160	DRUMMONDVILLE, QC
46.8	-71.1	7024254	LAUZON, QC
45.4	-71.8	7024280	LENNOXVILLE, QC
45.5	-73.8	7024740	MONTREAL TAVISH, QC
45.5	-73.8	7025250	MONTREAL/PIERRE ELLIOTT TRUDEA, QC
46.2	-72.6	7025440	NICOLET, QC
46.2	-70.7	7027283	BEAUCEVILLE, QC
45.8	-70.9	7027725	ST SEBASTIEN, QC
46.0	-73.1	7028200	SOREL, QC
46.1	-71.3	7028441	THETFORD MINES, QC
46.0	-74.6	7030310	ARUNDEL, QC
45.5	-75.8	7031360	CHELSEA, QC
46.3	-76.0	7034482	MANIWAKI, QC
46.6	-75.6	7035160	MONT LAURIER, QC
46.4	-75.1	7035520	NOMININGUE, QC
45.7	-74.8	7036063	POINTE AU CHENE, QC
45.8	-74.1	7037400	ST JEROME, QC
46.0	-77.3	7038080	SHEENBORO, QC
46.1	-76.1	7038975	WRIGHT, QC
50.7	-59.3	7041382	TETE BALEINE, QC
49.3	-69.6	7043540	LABRIEVILLE B1, QC
47.7	-70.2	7043960	LA MALBAIE, QC
49.1	-68.4	7044288	LES BUISSONS, QC
50.2	-61.8	7045400	NATASHQUAN A, QC
50.2	-61.8	7045401	NATASHQUAN, QC
50.2	-66.3	7047912	SEPT-ILES UA, QC
50.2	-66.3	7047914	SEPT-ILES, QC
48.2	-69.7	7048320	TADOUSSAC, QC
50.7	-59.3	7048421	TETE A LA BALEINE, QC
49.1	-68.2	704S001	BAIE COMEAU, QC
46.8	-70.5	7050240	ARMAGH, QC
48.4	-67.2	7051200	CAUSAPSCAL, QC
48.8	-64.5	7052605	GASPE A, QC
49.2	-65.2	7052865	GRANDE VALLEE, QC
47.3	-70.0	7054095	LA POCATIERE CDA, QC
47.4	-70.0	7054096	LA POCATIERE, QC
48.6	-68.2	7055120	MONT-JOLI A, QC
48.5	-68.5	7056480	RIMOUSKI, QC
49.0	-66.6	7057590	ST OCTAVE DE L'AVENIR, QC
47.0	-69.8	7057600	ST PAMPHILE, QC
47.6	-68.6	7057720	STE ROSE DEGELIS, QC
48.1	-68.5	7058520	TRINITE DES MONTS, QC
47.4	-61.8	705C2G9	ILES DE LA MADELEINE A, QC
48.3	-71.0	7060400	BAGOTVILLE A, QC
48.9	-72.5	7065639	NORMANDIN, QC
48.8	-72.5	7065640	NORMANDIN CDA, QC
48.5	-72.3	7066685	ROBERVAL A, QC
47.4	-72.8	7074240	LA TUQUE, QC
47.9	-74.6	7075799	PARENT S, QC
47.9	-74.6	7075800	PARENT, QC
47.4	-72.8	707DBD4	LA TUQUE, QC
47.5	-79.2	7080452	BARRAGE ANGLIERS, QC
46.7	-79.1	7080468	BARRAGE TEMISCAMINGUE, QC
47.4	-78.7	7080600	BELLETERRE, QC
47.3	-79.4	7088760	VILLE MARIE, QC
49.8	-74.8	7091305	CHAPAIS 2, QC
49.8	-74.9	7091399	CHIBOUGAMAU, QC
48.8	-79.2	7094120	LA SARRE, QC
49.0	-77.0	7094275	LEBEL SUR QUEVILLON, QC
49.8	-77.8	7094639	MATAGAMI A, QC
48.3	-77.3	7097900	SENNETERRE, QC
48.0	-77.8	7098600	VAL-D'OR A, QC
48.6	-78.1	709CEE9	AMOS, QC
58.5	-78.1	7103282	INUKJUAK UA, QC
55.3	-77.8	7103536	KUUJJUARAPIK A, QC
58.5	-78.1	710S005	INUKJUAK, QC
58.1	-68.4	7113534	KUUJJUAQ A, QC
61.0	-69.6	7116270	QUAQTAQ, QC
54.8	-66.8	7117825	SCHEFFERVILLE A, QC
46.8	-67.7	8100300	AROOSTOOK, NB
47.6	-65.8	8100503	BATHURST A, NB
48.0	-66.3	8100880	CHARLO A, NB
47.0	-65.5	8100989	CHATHAM MIRA., NB
47.0	-65.5	8101000	MIRAMICHI A, NB
46.5	-66.2	8101200	DOAKTOWN, NB
45.9	-66.5	8101500	FREDERICTON A, NB
47.7	-67.3	8102300	KEDGWICK, NB
46.1	-64.7	8103200	MONCTON A, NB
47.4	-65.8	8103500	NEPISIGUIT FALLS, NB
46.7	-64.9	8104400	REXTON, NB
45.3	-65.9	8104900	SAINT JOHN A, NB
45.7	-65.5	8105200	SUSSEX, NB
46.2	-67.6	8105600	WOODSTOCK, NB
47.3	-68.2	810AL00	EDMUNDSTON, NB
44.8	-65.5	8200100	ANNAPOLIS ROYAL, NS
44.6	-65.6	8200500	BEAR RIVER, NS
45.5	-62.0	8201000	COLLEGEVILLE, NS
45.2	-61.2	8201410	DEMING, NS
45.0	-64.9	8202000	GREENWOOD A, NS
44.7	-63.6	8202250	HALIFAX, NS
45.1	-64.5	8202810	KENTVILLE, NS
44.1	-64.9	8203100	LIVERPOOL BIG FALLS, NS
44.9	-63.8	8203600	MOUNT UNIACKE, NS
45.8	-64.3	8203700	NAPPAN CDA, NS
45.8	-64.3	8203702	NAPPAN, NS
45.2	-63.0	8204193	UPPER STEWIACKE, NS
45.4	-64.3	8204400	PARRSBORO, NS
45.4	-64.3	8204402	PARRSBORO, NS
43.9	-60.0	8204700	SABLE ISLAND, NS
44.7	-63.9	8204800	ST MARGARET'S BAY, NS
44.7	-64.8	8205200	SPRINGFIELD, NS
46.2	-60.0	8205700	SYDNEY A, NS
45.4	-63.3	8205990	TRURO, NS
45.2	-63.0	8206200	UPPER STEWIACKE, NS
44.3	-66.4	8206260	WESTPORT, NS
45.0	-64.4	8206316	WHITE ROCK, NS
46.5	-60.5	8206450	WRECK COVE BROOK, NS
43.8	-66.1	8206500	YARMOUTH A, NS
46.3	-63.1	8300300	CHARLOTTETOWN A, PE
46.5	-62.5	8300447	MONTICELLO, PE
46.4	-63.8	8300700	SUMMERSIDE A, PE
48.0	-55.8	8400413	BAY D'ESPOIR GEN STN, NL
47.6	-57.6	8400798	BURGEO, NL
49.0	-58.0	8401300	CORNER BROOK, NL
50.2	-57.6	8401400	DANIELS HARBOUR, NL
49.2	-57.4	8401501	DEER LAKE A, NL
48.8	-56.6	8401550	EXPLOITS DAM, NL
49.0	-54.6	8401700	GANDER INT'L A, NL
48.9	-55.7	8402050	GRAND FALLS, NL
47.6	-59.0	8402450	ISLE AUX MORTS, NL
47.1	-53.7	8402874	NORTH HARBOUR, NL
51.1	-56.9	8402958	PLUM POINT, NL
47.6	-59.0	8402975	PORT AUX BASQUES, NL
47.6	-52.8	8403506	ST JOHN'S A, NL
49.5	-56.1	8403700	SPRINGDALE, NL
48.5	-58.5	8403800	STEPHENVILLE A, NL
47.0	-55.4	8404201	WESTBROOK ST LAWRENCE, NL
51.4	-55.6	840C401	ST ANTHONY, NL
53.7	-57.0	8501100	CARTWRIGHT, NL
53.3	-60.4	8501900	GOOSE A, NL
55.5	-60.2	8502400	HOPEDALE, NL
52.3	-55.6	8502591	BATTLE HARBOUR, NL
56.5	-61.7	8502800	NAIN A, NL
55.1	-59.2	8502NHR	MAKKOVIK A, NL
52.9	-66.9	8504175	WABUSH LAKE A, NL
53.5	-64.0	850A131	CHURCHILL FALLS, NL
